"Year","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"2011","Imports","North Dakota","Saskatchewan","319772.0000","8453670.4300","26.44"
"2011","Imports","North Dakota","Total","357847.0000","9283644.8400","25.94"
"2011","Imports","Oregon","Alberta","101.0000","4709.9200","46.63"
"2011","Imports","Oregon","British Columbia","421982.5000","5283091.0100","12.52"
"2011","Imports","Oregon","Total","422083.5000","5287800.9300","12.53"
"2011","Imports","Pennsylvania","Alberta","14528.0000","268167.0000","18.46"
"2011","Imports","Pennsylvania","British Columbia","31181.0000","615964.8500","19.75"
"2011","Imports","Pennsylvania","Manitoba","4.0000","128.0200","32.01"
"2011","Imports","Pennsylvania","Nova Scotia","145658.0000","10409739.0000","71.47"
"2011","Imports","Pennsylvania","Ontario","40003.0000","1498244.2700","37.45"
"2011","Imports","Pennsylvania","Saskatchewan","22.0000","265.5000","12.07"
"2011","Imports","Pennsylvania","Total","231396.0000","12792508.6400","55.28"
"2011","Imports","Texas","British Columbia","85.0000","335.7600","3.95"
"2011","Imports","Texas","Total","85.0000","335.7600","3.95"
"2011","Imports","Total","Alberta","990938.5400","29161927.4900","29.43"
"2011","Imports","Total","British Columbia","9998737.1200","209111397.5100","20.91"
"2011","Imports","Total","Manitoba","138637.0000","3848857.0300","27.76"
"2011","Imports","Total","New Brunswick","584490.7520","32590649.9500","55.76"
"2011","Imports","Total","Nova Scotia","145758.0000","10412240.0000","71.44"
"2011","Imports","Total","Ontario","1775318.3000","62158764.9400","35.01"
"2011","Imports","Total","Québec","443412.0000","14816961.5000","33.35"
"2011","Imports","Total","Saskatchewan","321177.0000","8574932.5300","26.70"
"2011","Imports","Total","Total","14398468.7120","370675730.9500","25.74"
"2011","Imports","Utah","British Columbia","1265.0000","21202.2200","16.76"
"2011","Imports","Utah","Total","1265.0000","21202.2200","16.76"
"2011","Imports","Vermont","Ontario","1246.0000","154156.2200","123.72"
"2011","Imports","Vermont","Québec","469.0000","15742.3200","33.57"
"2011","Imports","Vermont","Total","1715.0000","169898.5400","99.07"
"2011","Imports","Washington","Alberta","869006.5400","24570728.1300","28.27"
"2011","Imports","Washington","British Columbia","8936965.5000","195470392.6400","21.87"
"2011","Imports","Washington","Total","9805972.0400","220041120.7700","22.44"
"2011","Imports","Wyoming","British Columbia","9425.0000","132439.0000","14.05"
"2011","Imports","Wyoming","Total","9425.0000","132439.0000","14.05"
"2012","Exports","Alberta","Oregon","198.0000","3613.1700","18.25"
"2012","Exports","Alberta","Total","41663.1000","2244719.0700","53.88"
"2012","Exports","Alberta","Washington","41465.1000","2241105.9000","54.05"
"2012","Exports","British Columbia","Alaska","1221.6000","87636.0500","71.74"
"2012","Exports","British Columbia","Arizona","63900.0000","2451101.3300","38.36"
"2012","Exports","British Columbia","California","7385503.7000","182691997.8400","24.74"
"2012","Exports","British Columbia","Idaho","33221.0000","394253.2800","11.87"
"2012","Exports","British Columbia","Indiana","10237.0000","459801.1000","44.92"
"2012","Exports","British Columbia","Montana","161903.0000","2725972.2700","16.84"
"2012","Exports","British Columbia","Nevada","139585.0000","5292488.5100","37.92"
"2012","Exports","British Columbia","New Mexico","29050.0000","1016122.3200","34.98"
"2012","Exports","British Columbia","North Dakota","271.0000","0.0000","0.00"
"2012","Exports","British Columbia","Oregon","885362.0000","27366871.7500","30.91"
"2012","Exports","British Columbia","Total","10838969.2100","274497261.3700","25.33"
"2012","Exports","British Columbia","Utah","11120.0000","456227.3600","41.03"
"2012","Exports","British Columbia","Washington","2117083.9100","51536924.2900","24.34"
"2012","Exports","British Columbia","Wyoming","511.0000","17865.2700","34.96"
"2012","Exports","Manitoba","Minn / N. Dakota","8048290.2460","266889562.7800","Confidential"
"2012","Exports","Manitoba","Total","8048290.2460","266889562.7800","Confidential"
"2012","Exports","New Brunswick","Maine","778560.3000","51324185.7300","65.92"
"2012","Exports","New Brunswick","New England-ISO","172.0000","14943.3600","86.88"
"2012","Exports","New Brunswick","Total","778732.3000","51339129.0900","65.93"
"2012","Exports","Nova Scotia","Maine","1094.0000","48637.0000","44.46"
"2012","Exports","Nova Scotia","Total","1094.0000","48637.0000","44.46"
"2012","Exports","Ontario","Illinois","5390.0000","237736.6500","44.11"
"2012","Exports","Ontario","Indiana","21317.0000","516501.2400","24.23"
"2012","Exports","Ontario","Massachusetts","19625.8000","530879.5100","27.05"
"2012","Exports","Ontario","Michigan","4388472.0500","131424336.7400","29.95"
"2012","Exports","Ontario","Minnesota","83712.8000","3159404.2000","23.41"
"2012","Exports","Ontario","Missouri","11118.0000","557881.9600","50.18"
"2012","Exports","Ontario","New England-ISO","1037997.3500","42531255.6700","35.33"
"2012","Exports","Ontario","New York","5871785.2620","164628760.1900","28.04"
"2012","Exports","Ontario","Pennsylvania","182861.5000","6793408.9100","37.15"
"2012","Exports","Ontario","Pennsylvania Jersey Maryland Power Pool","2188394.0000","74241266.0400","33.92"
"2012","Exports","Ontario","Total","13823913.7620","425184374.5400","30.25"
"2012","Exports","Ontario","Vermont","13240.0000","562943.4300","42.52"
"2012","Exports","Québec","Maine","1569368.0000","55226291.8500","35.19"
"2012","Exports","Québec","New England-ISO","1165200.8300","45165891.9400","36.26"
"2012","Exports","Québec","New York","10354850.5000","315227683.6600","29.58"
"2012","Exports","Québec","Total","24037847.3300","893944254.6100","33.27"
"2012","Exports","Québec","Vermont","10948428.0000","478324387.1600","36.17"
"2012","Exports","Saskatchewan","Michigan","4626.0000","90710.5900","19.61"
"2012","Exports","Saskatchewan","North Dakota","63880.0000","1979638.8500","30.99"
"2012","Exports","Saskatchewan","Total","68506.0000","2070349.4400","30.22"
"2012","Exports","Total","Alaska","1221.6000","87636.0500","71.74"
"2012","Exports","Total","Arizona","63900.0000","2451101.3300","38.36"
"2012","Exports","Total","California","7385503.7000","182691997.8400","24.74"
"2012","Exports","Total","Idaho","33221.0000","394253.2800","11.87"
"2012","Exports","Total","Illinois","5390.0000","237736.6500","44.11"
"2012","Exports","Total","Indiana","31554.0000","976302.3400","30.94"
"2012","Exports","Total","Maine","2349022.3000","106599114.5800","45.38"
"2012","Exports","Total","Massachusetts","19625.8000","530879.5100","27.05"
"2012","Exports","Total","Michigan","4393098.0500","131515047.3300","29.94"
"2012","Exports","Total","Minn / N. Dakota","8048290.2460","266889562.7800","Confidential"
"2012","Exports","Total","Minnesota","83712.8000","3159404.2000","23.41"
"2012","Exports","Total","Missouri","11118.0000","557881.9600","50.18"
"2012","Exports","Total","Montana","161903.0000","2725972.2700","16.84"
"2012","Exports","Total","Nevada","139585.0000","5292488.5100","37.92"
"2012","Exports","Total","New England-ISO","2203370.1800","87712090.9700","35.83"
"2012","Exports","Total","New Mexico","29050.0000","1016122.3200","34.98"
"2012","Exports","Total","New York","16226635.7620","479856443.8500","29.02"
"2012","Exports","Total","North Dakota","64151.0000","1979638.8500","30.86"
"2012","Exports","Total","Oregon","885560.0000","27370484.9200","30.91"
"2012","Exports","Total","Pennsylvania","182861.5000","6793408.9100","37.15"
"2012","Exports","Total","Pennsylvania Jersey Maryland Power Pool","2188394.0000","74241266.0400","33.92"
"2012","Exports","Total","Total","57639015.9480","1916218287.9000","31.49"
"2012","Exports","Total","Utah","11120.0000","456227.3600","41.03"
"2012","Exports","Total","Vermont","10961668.0000","478887330.5900","36.17"
"2012","Exports","Total","Washington","2158549.0100","53778030.1900","24.91"
"2012","Exports","Total","Wyoming","511.0000","17865.2700","34.96"
"2012","Imports","Arizona","Alberta","29.0000","720.5300","24.85"
"2012","Imports","Arizona","British Columbia","3576.0000","86711.8600","24.25"
"2012","Imports","Arizona","Total","3605.0000","87432.3900","24.25"
"2012","Imports","California","Alberta","150.0000","3583.2300","23.89"
"2012","Imports","California","British Columbia","34681.0000","-939706.3300","-27.10"
"2012","Imports","California","Total","34831.0000","-936123.1000","-26.88"
"2012","Imports","Colorado","British Columbia","1299.0000","13730.4100","10.57"
"2012","Imports","Colorado","Total","1299.0000","13730.4100","10.57"
"2012","Imports","Idaho","British Columbia","19714.0000","201186.7300","10.21"
"2012","Imports","Idaho","Total","19714.0000","201186.7300","10.21"
"2012","Imports","Indiana","Alberta","3661.0000","44334.5800","12.11"
"2012","Imports","Indiana","British Columbia","1464.0000","12941.0600","8.84"
"2012","Imports","Indiana","Manitoba","5649.0000","636662.6400","112.70"
"2012","Imports","Indiana","Ontario","970.0000","42251.5200","43.56"
"2012","Imports","Indiana","Saskatchewan","3765.0000","482178.0600","128.07"
"2012","Imports","Indiana","Total","15509.0000","1218367.8600","78.56"
"2012","Imports","Iowa","Ontario","78.0000","1779.4800","22.81"
"2012","Imports","Iowa","Total","78.0000","1779.4800","22.81"
"2012","Imports","Maine","New Brunswick","590200.4000","23281640.9600","39.45"
"2012","Imports","Maine","Québec","9.0000","278.5600","30.95"
"2012","Imports","Maine","Total","590209.4000","23281919.5200","39.45"
"2012","Imports","Massachusetts","New Brunswick","1390.0000","24822.7000","17.86"
"2012","Imports","Massachusetts","Ontario","94124.0000","2830380.5600","30.07"
"2012","Imports","Massachusetts","Total","95514.0000","2855203.2600","29.89"
"2012","Imports","Michigan","Ontario","287356.2000","14568645.3800","50.70"
"2012","Imports","Michigan","Québec","280.0000","6784.4700","24.23"
"2012","Imports","Michigan","Total","287636.2000","14575429.8500","50.67"
"2012","Imports","Minn / N. Dakota","Manitoba","513694.0000","9799026.9200","19.08"
"2012","Imports","Minn / N. Dakota","Total","513694.0000","9799026.9200","19.08"
"2012","Imports","Minnesota","Alberta","310.0000","8378.7300","27.03"
"2012","Imports","Minnesota","Ontario","14583.0800","501719.7200","34.40"
"2012","Imports","Minnesota","Total","14893.0800","510098.4500","34.25"
"2012","Imports","Missouri","Ontario","1139.0000","36675.6700","32.20"
"2012","Imports","Missouri","Total","1139.0000","36675.6700","32.20"
"2012","Imports","Montana","Alberta","5835.0000","116138.2900","19.90"
"2012","Imports","Montana","British Columbia","321158.1600","3204961.5600","9.98"
"2012","Imports","Montana","Total","326993.1600","3321099.8500","10.16"
"2012","Imports","Nevada","Alberta","48.0000","1153.3400","24.03"
"2012","Imports","Nevada","British Columbia","2097.0000","51848.9100","24.73"
"2012","Imports","Nevada","Total","2145.0000","53002.2500","24.71"
"2012","Imports","New Mexico","Alberta","58.0000","1445.7200","24.93"
"2012","Imports","New Mexico","British Columbia","8992.0000","157867.2600","17.56"
"2012","Imports","New Mexico","Total","9050.0000","159312.9800","17.60"
"2012","Imports","New York","Ontario","296685.6700","14988683.3200","50.52"
"2012","Imports","New York","Québec","68187.0000","3287407.6500","39.55"
"2012","Imports","New York","Total","364872.6700","18276090.9700","48.47"
"2012","Imports","North Dakota","Alberta","3219.0000","57664.0100","17.91"
"2012","Imports","North Dakota","Saskatchewan","111652.0000","2490263.7100","22.30"
"2012","Imports","North Dakota","Total","114871.0000","2547927.7200","22.18"
"2012","Imports","Oregon","Alberta","270.0000","3575.1800","13.24"
"2012","Imports","Oregon","British Columbia","433155.0100","3466470.3600","8.00"
"2012","Imports","Oregon","Total","433425.0100","3470045.5400","8.01"
"2012","Imports","Pennsylvania","Alberta","762.0000","15131.8600","19.86"
"2012","Imports","Pennsylvania","British Columbia","8172.0000","130324.4400","15.95"
"2012","Imports","Pennsylvania","Nova Scotia","10212.0000","427893.0000","41.90"
"2012","Imports","Pennsylvania","Ontario","701.0000","45728.7100","65.23"
"2012","Imports","Pennsylvania","Saskatchewan","22.0000","415.8300","18.90"
"2012","Imports","Pennsylvania","Total","19869.0000","619493.8400","31.18"
"2012","Imports","Total","Alberta","851807.1150","18793687.4400","22.06"
"2012","Imports","Total","British Columbia","8016709.6800","126581586.3500","15.79"
"2012","Imports","Total","Manitoba","519343.0000","10435689.5600","20.09"
"2012","Imports","Total","New Brunswick","591590.4000","23306463.6600","39.40"
"2012","Imports","Total","Nova Scotia","10212.0000","427893.0000","41.90"
"2012","Imports","Total","Ontario","695636.9500","33015864.3600","47.46"
"2012","Imports","Total","Québec","83420.0000","4146523.8500","41.64"
"2012","Imports","Total","Saskatchewan","115439.0000","2972857.6000","25.75"
"2012","Imports","Total","Total","10884158.1450","219680565.8200","20.12"
"2012","Imports","Utah","British Columbia","1769.0000","25613.2300","14.48"
"2012","Imports","Utah","Total","1769.0000","25613.2300","14.48"
"2012","Imports","Vermont","Québec","14944.0000","852053.1700","51.51"
"2012","Imports","Vermont","Total","14944.0000","852053.1700","51.51"
"2012","Imports","Washington","Alberta","837465.1150","18541561.9700","22.14"
"2012","Imports","Washington","British Columbia","7177168.5100","120133016.5300","16.74"
"2012","Imports","Washington","Total","8014633.6250","138674578.5000","17.30"
"2012","Imports","Wyoming","British Columbia","3464.0000","36620.3300","10.57"
"2012","Imports","Wyoming","Total","3464.0000","36620.3300","10.57"
"2013","Exports","Alberta","Montana","876.2000","24894.7800","28.41"
"2013","Exports","Alberta","New York","16171.0000","464975.5000","28.75"
"2013","Exports","Alberta","North Dakota","149.0000","8912.3000","59.81"
"2013","Exports","Alberta","Total","80715.2000","2057767.0900","25.49"
"2013","Exports","Alberta","Washington","63519.0000","1558984.5100","24.54"
"2013","Exports","British Columbia","Alaska","677.2800","48479.7100","71.58"
"2013","Exports","British Columbia","Arizona","33211.0000","1875416.5064","56.47"
"2013","Exports","British Columbia","California","4489247.3666","194404716.2866","43.30"
"2013","Exports","British Columbia","Colorado","89.0000","5522.0920","62.05"
"2013","Exports","British Columbia","Idaho","16163.0000","939060.7849","58.10"
"2013","Exports","British Columbia","Indiana","4569.0000","210933.1909","46.17"
"2013","Exports","British Columbia","Montana","57250.0000","2678815.4586","46.79"
"2013","Exports","British Columbia","Nevada","16618.3080","881301.9714","53.03"
