"Year","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"2009","Exports","Québec","Massachusetts","14.0000","772.6600","55.19"
"2009","Exports","Québec","Michigan","67292.4740","3076432.9100","45.72"
"2009","Exports","Québec","New England-ISO","9288934.8800","571521146.8600","55.31"
"2009","Exports","Québec","New York","6457782.1190","331512322.0300","46.37"
"2009","Exports","Québec","Total","18637229.9070","1099906101.5400","49.68"
"2009","Exports","Québec","Vermont","2031129.0000","158754053.5900","36.68"
"2009","Exports","Saskatchewan","North Dakota","109941.0000","3011838.1800","27.40"
"2009","Exports","Saskatchewan","Total","109941.0000","3011838.1800","27.40"
"2009","Exports","Total","Alaska","1207.6800","86615.3100","71.72"
"2009","Exports","Total","Arizona","102760.0000","5868462.3800","57.11"
"2009","Exports","Total","California","2063703.2600","104734985.1800","50.75"
"2009","Exports","Total","Idaho","14317.0000","1515554.0500","105.86"
"2009","Exports","Total","Illinois","9468.0000","435207.4900","45.97"
"2009","Exports","Total","Indiana","6728.0000","351167.1800","52.19"
"2009","Exports","Total","Maine","2683381.7440","147418198.8800","53.93"
"2009","Exports","Total","Massachusetts","13609.0000","594327.2700","43.67"
"2009","Exports","Total","Michigan","7576483.2530","241662863.7500","31.90"
"2009","Exports","Total","Minn / N. Dakota","9238321.7660","320546168.5500","Confidential"
"2009","Exports","Total","Minnesota","243634.7500","7050173.3100","24.43"
"2009","Exports","Total","Missouri","669248.0000","22570214.6700","33.72"
"2009","Exports","Total","Montana","215729.0000","8098605.3900","37.54"
"2009","Exports","Total","Nevada","37203.0000","1933791.2000","51.98"
"2009","Exports","Total","New England-ISO","9848237.8800","593856238.6200","54.44"
"2009","Exports","Total","New Mexico","27173.0000","1525688.5900","56.15"
"2009","Exports","Total","New York","11251061.5870","520987567.6000","43.45"
"2009","Exports","Total","North Dakota","154470.0000","4366893.9300","28.27"
"2009","Exports","Total","Ohio","3972.0000","88146.9900","22.19"
"2009","Exports","Total","Oregon","761137.4400","38253961.7500","50.26"
"2009","Exports","Total","Pennsylvania","616425.0000","27732274.5200","44.99"
"2009","Exports","Total","South Dakota","264.0000","9139.0500","34.62"
"2009","Exports","Total","Texas","368884.0000","9958287.7900","27.00"
"2009","Exports","Total","Total","51152434.2500","2353855367.6800","42.54"
"2009","Exports","Total","Utah","8238.0000","457496.2800","55.53"
"2009","Exports","Total","Vermont","2031804.0000","158783757.5900","36.68"
"2009","Exports","Total","Washington","3196026.8900","134399185.1000","42.05"
"2009","Exports","Total","Wyoming","8946.0000","570395.2600","63.76"
"2009","Imports","Arizona","British Columbia","278639.0000","7080274.7500","25.41"
"2009","Imports","Arizona","Total","278639.0000","7080274.7500","25.41"
"2009","Imports","California","British Columbia","238448.0000","5084375.1500","21.32"
"2009","Imports","California","Total","238448.0000","5084375.1500","21.32"
"2009","Imports","Colorado","British Columbia","15.0000","84.1300","5.61"
"2009","Imports","Colorado","Total","15.0000","84.1300","5.61"
"2009","Imports","Idaho","British Columbia","58520.0000","1426619.6600","24.38"
"2009","Imports","Idaho","Total","58520.0000","1426619.6600","24.38"
"2009","Imports","Illinois","Ontario","1620.0000","62722.9600","38.72"
"2009","Imports","Illinois","Total","1620.0000","62722.9600","38.72"
"2009","Imports","Indiana","Alberta","8227.0000","136186.4300","16.55"
"2009","Imports","Indiana","British Columbia","14992.0000","228406.6000","15.24"
"2009","Imports","Indiana","Ontario","14525.0000","441362.6000","30.39"
"2009","Imports","Indiana","Saskatchewan","91.0000","4070.0000","44.73"
"2009","Imports","Indiana","Total","37835.0000","810025.6300","21.41"
"2009","Imports","Kansas","British Columbia","114.0000","1805.9300","15.84"
"2009","Imports","Kansas","Total","114.0000","1805.9300","15.84"
"2009","Imports","Maine","New Brunswick","1084820.6660","58547838.7000","53.97"
"2009","Imports","Maine","Total","1084820.6660","58547838.7000","53.97"
"2009","Imports","Massachusetts","New Brunswick","100.0000","2420.0700","24.20"
"2009","Imports","Massachusetts","Ontario","22197.0000","1043380.6900","47.01"
"2009","Imports","Massachusetts","Québec","5.0000","180.8100","36.16"
"2009","Imports","Massachusetts","Total","22302.0000","1045981.5700","46.90"
"2009","Imports","Michigan","Ontario","1935967.2720","67895963.7500","35.07"
"2009","Imports","Michigan","Québec","3422.0000","115115.9200","33.64"
"2009","Imports","Michigan","Total","1939389.2720","68011079.6700","35.07"
"2009","Imports","Minn / N. Dakota","Manitoba","203264.0000","6723280.7300","33.08"
"2009","Imports","Minn / N. Dakota","Total","203264.0000","6723280.7300","33.08"
"2009","Imports","Minnesota","Alberta","32226.0000","2079904.6800","64.54"
"2009","Imports","Minnesota","Ontario","285452.0000","15264542.1600","53.47"
"2009","Imports","Minnesota","Total","317678.0000","17344446.8400","54.60"
"2009","Imports","Missouri","Ontario","10786.0000","417237.2700","38.68"
"2009","Imports","Missouri","Total","10786.0000","417237.2700","38.68"
"2009","Imports","Montana","Alberta","439.0000","20055.8800","45.69"
"2009","Imports","Montana","British Columbia","503432.1900","14340156.0100","28.48"
"2009","Imports","Montana","Total","503871.1900","14360211.8900","28.50"
"2009","Imports","Nebraska","British Columbia","13.0000","0.0000","0.00"
"2009","Imports","Nebraska","Total","13.0000","0.0000","0.00"
"2009","Imports","Nevada","British Columbia","71843.0000","1386951.3300","19.31"
"2009","Imports","Nevada","Total","71843.0000","1386951.3300","19.31"
"2009","Imports","New England-ISO","Québec","179967.0000","9326192.7900","51.82"
"2009","Imports","New England-ISO","Total","179967.0000","9326192.7900","51.82"
"2009","Imports","New Mexico","British Columbia","115399.0000","2363506.4500","20.48"
"2009","Imports","New Mexico","Total","115399.0000","2363506.4500","20.48"
"2009","Imports","New York","Alberta","3160.0000","206697.4600","65.41"
"2009","Imports","New York","Ontario","587329.0000","22187809.6900","37.78"
"2009","Imports","New York","Québec","870582.0000","50846080.1100","57.45"
"2009","Imports","New York","Total","1461071.0000","73240587.2600","49.56"
"2009","Imports","North Dakota","Alberta","249667.0000","6722273.3300","26.92"
"2009","Imports","North Dakota","Saskatchewan","333554.0000","10549390.9000","31.63"
"2009","Imports","North Dakota","Total","583221.0000","17271664.2300","29.61"
"2009","Imports","Oregon","British Columbia","472199.0000","11507529.2100","24.37"
"2009","Imports","Oregon","Total","472199.0000","11507529.2100","24.37"
"2009","Imports","Pennsylvania","Alberta","100.0000","2458.6300","24.59"
"2009","Imports","Pennsylvania","British Columbia","493.0000","12837.6900","26.04"
"2009","Imports","Pennsylvania","Nova Scotia","323243.0000","19884061.0000","61.51"
"2009","Imports","Pennsylvania","Ontario","122115.0000","4058527.8700","33.24"
"2009","Imports","Pennsylvania","Saskatchewan","3.0000","77.3800","25.79"
"2009","Imports","Pennsylvania","Total","445954.0000","23957962.5700","53.72"
"2009","Imports","Texas","Ontario","44844.0000","1336987.9400","29.81"
"2009","Imports","Texas","Total","44844.0000","1336987.9400","29.81"
"2009","Imports","Total","Alberta","661966.0000","23443887.5700","35.42"
"2009","Imports","Total","British Columbia","10801787.1900","361677310.2900","33.48"
"2009","Imports","Total","Manitoba","203264.0000","6723280.7300","33.08"
"2009","Imports","Total","New Brunswick","1084920.6660","58550258.7700","53.97"
"2009","Imports","Total","Nova Scotia","323243.0000","19884061.0000","61.51"
"2009","Imports","Total","Ontario","3026284.2720","112785635.2900","37.27"
"2009","Imports","Total","Québec","1056808.0000","60359563.8800","56.33"
"2009","Imports","Total","Saskatchewan","334308.0000","10573944.5300","31.63"
"2009","Imports","Total","Total","17492581.1280","653997942.0600","37.34"
"2009","Imports","Utah","British Columbia","43030.0000","1541790.5600","35.83"
"2009","Imports","Utah","Total","43030.0000","1541790.5600","35.83"
"2009","Imports","Vermont","Ontario","1449.0000","77100.3600","53.21"
"2009","Imports","Vermont","Québec","2832.0000","71994.2500","25.42"
"2009","Imports","Vermont","Total","4281.0000","149094.6100","34.83"
"2009","Imports","Washington","Alberta","368147.0000","14276311.1600","38.78"
"2009","Imports","Washington","British Columbia","8959375.0000","315924830.2700","35.26"
"2009","Imports","Washington","Saskatchewan","660.0000","20406.2500","30.92"
"2009","Imports","Washington","Total","9328182.0000","330221547.6800","35.40"
"2009","Imports","Wyoming","British Columbia","45275.0000","778142.5500","17.19"
"2009","Imports","Wyoming","Total","45275.0000","778142.5500","17.19"
"2010","Exports","Alberta","California","150.0000","6600.2900","44.00"
"2010","Exports","Alberta","Illinois","633.0000","19746.9500","31.20"
"2010","Exports","Alberta","Indiana","701.0000","32453.1600","46.30"
"2010","Exports","Alberta","Montana","55.0000","2247.9000","40.87"
"2010","Exports","Alberta","Nevada","30.0000","1657.7500","55.26"
"2010","Exports","Alberta","North Dakota","16769.0000","469613.6100","28.00"
"2010","Exports","Alberta","Total","263633.0000","8874917.9900","33.66"
"2010","Exports","Alberta","Washington","245295.0000","8342598.3300","34.01"
"2010","Exports","British Columbia","Alaska","1056.9600","75812.3600","71.73"
"2010","Exports","British Columbia","Arizona","232228.0000","9244707.5300","39.81"
"2010","Exports","British Columbia","California","2251985.6700","110460266.3400","49.05"
"2010","Exports","British Columbia","Colorado","15.0000","634.8600","42.32"
"2010","Exports","British Columbia","Idaho","4781.0000","264951.0600","55.42"
"2010","Exports","British Columbia","Indiana","5779.0000","336064.9100","58.15"
"2010","Exports","British Columbia","Montana","249962.0200","9169799.8100","36.68"
"2010","Exports","British Columbia","Nevada","38216.0000","2383108.1200","62.36"
"2010","Exports","British Columbia","New Mexico","41257.0000","2346763.7300","56.88"
"2010","Exports","British Columbia","Oregon","434687.0000","19874983.2200","45.72"
"2010","Exports","British Columbia","Total","5259332.4200","235032286.5100","44.69"
"2010","Exports","British Columbia","Utah","17434.0000","1041615.3600","59.75"
"2010","Exports","British Columbia","Washington","1974536.7700","79377160.1700","40.20"
"2010","Exports","British Columbia","Wyoming","7394.0000","456419.0400","61.73"
"2010","Exports","Manitoba","Minn / N. Dakota","9071355.3480","320393535.5500","Confidential"
"2010","Exports","Manitoba","Total","9071355.3480","320393535.5500","Confidential"
"2010","Exports","New Brunswick","Maine","1087829.5770","75244479.3900","68.84"
"2010","Exports","New Brunswick","Total","1087829.5770","75244479.3900","68.84"
"2010","Exports","Nova Scotia","Maine","4112.0000","394025.0000","95.82"
"2010","Exports","Nova Scotia","Total","4112.0000","394025.0000","95.82"
"2010","Exports","Ontario","Massachusetts","53395.0000","3199997.7200","59.93"
"2010","Exports","Ontario","Michigan","5885886.0660","236908524.1200","40.25"
"2010","Exports","Ontario","Minnesota","166603.6140","7181154.3400","36.37"
"2010","Exports","Ontario","Missouri","3622.0000","164664.0600","45.46"
"2010","Exports","Ontario","New England-ISO","742077.5000","37137072.6600","50.04"
"2010","Exports","Ontario","New York","2726826.7460","114468046.5600","41.98"
"2010","Exports","Ontario","Pennsylvania","516047.0000","25147878.9000","48.73"
"2010","Exports","Ontario","Pennsylvania Jersey Maryland Power Pool","497712.0000","21841593.7100","43.88"
"2010","Exports","Ontario","Texas","216503.0000","8093141.7600","37.38"
"2010","Exports","Ontario","Total","10809321.9260","454174700.8300","41.91"
"2010","Exports","Ontario","Vermont","649.0000","32627.0000","50.27"
"2010","Exports","Québec","Maine","1060057.0930","56055601.4800","52.88"
"2010","Exports","Québec","Michigan","266168.7920","12631090.9900","47.46"
"2010","Exports","Québec","New England-ISO","7166813.0000","402435053.9700","53.95"
"2010","Exports","Québec","New York","6414236.6960","307584094.8400","44.97"
"2010","Exports","Québec","Total","17006290.5810","921300415.1800","47.88"
"2010","Exports","Québec","Vermont","2099015.0000","142594573.9000","33.53"
"2010","Exports","Saskatchewan","North Dakota","125508.9170","4420573.5900","35.22"
"2010","Exports","Saskatchewan","Total","125508.9170","4420573.5900","35.22"
"2010","Exports","Total","Alaska","1056.9600","75812.3600","71.73"
"2010","Exports","Total","Arizona","232228.0000","9244707.5300","39.81"
"2010","Exports","Total","California","2252135.6700","110466866.6300","49.05"
"2010","Exports","Total","Colorado","15.0000","634.8600","42.32"
"2010","Exports","Total","Idaho","4781.0000","264951.0600","55.42"
"2010","Exports","Total","Illinois","633.0000","19746.9500","31.20"
"2010","Exports","Total","Indiana","6480.0000","368518.0700","56.87"
"2010","Exports","Total","Maine","2151998.6700","131694105.8700","61.03"
"2010","Exports","Total","Massachusetts","53395.0000","3199997.7200","59.93"
"2010","Exports","Total","Michigan","6152054.8580","249539615.1100","40.56"
"2010","Exports","Total","Minn / N. Dakota","9071355.3480","320393535.5500","Confidential"
"2010","Exports","Total","Minnesota","166603.6140","7181154.3400","36.37"
"2010","Exports","Total","Missouri","3622.0000","164664.0600","45.46"
"2010","Exports","Total","Montana","250017.0200","9172047.7100","36.69"
"2010","Exports","Total","Nevada","38246.0000","2384765.8700","62.35"
"2010","Exports","Total","New England-ISO","7908890.5000","439572126.6300","53.58"
"2010","Exports","Total","New Mexico","41257.0000","2346763.7300","56.88"
"2010","Exports","Total","New York","9141063.4420","422052141.4000","44.08"
"2010","Exports","Total","North Dakota","142277.9170","4890187.2000","34.37"
"2010","Exports","Total","Oregon","434687.0000","19874983.2200","45.72"
"2010","Exports","Total","Pennsylvania","516047.0000","25147878.9000","48.73"
"2010","Exports","Total","Pennsylvania Jersey Maryland Power Pool","497712.0000","21841593.7100","43.88"
"2010","Exports","Total","Texas","216503.0000","8093141.7600","37.38"
"2010","Exports","Total","Total","43627383.7690","2019834934.0400","43.81"
"2010","Exports","Total","Utah","17434.0000","1041615.3600","59.75"
"2010","Exports","Total","Vermont","2099664.0000","142627200.9000","33.54"
"2010","Exports","Total","Washington","2219831.7700","87719758.5000","39.52"
"2010","Exports","Total","Wyoming","7394.0000","456419.0400","61.73"
"2010","Imports","Arizona","Alberta","40.0000","723.6700","18.09"
"2010","Imports","Arizona","British Columbia","117642.0000","2940081.5400","24.99"
"2010","Imports","Arizona","Total","117682.0000","2940805.2100","24.99"
"2010","Imports","California","Alberta","5121.0000","152188.7100","29.72"
"2010","Imports","California","British Columbia","142213.0000","2132324.2100","14.99"
"2010","Imports","California","Total","147334.0000","2284512.9200","15.51"
"2010","Imports","Colorado","British Columbia","3136.0000","46610.6500","14.86"
"2010","Imports","Colorado","Total","3136.0000","46610.6500","14.86"
"2010","Imports","Idaho","British Columbia","28389.0000","666068.7900","23.46"
"2010","Imports","Idaho","Total","28389.0000","666068.7900","23.46"
"2010","Imports","Indiana","Alberta","516.0000","9390.4400","18.20"
"2010","Imports","Indiana","British Columbia","2369.0000","15901.4700","6.71"
"2010","Imports","Indiana","Manitoba","28.0000","3073.2800","109.76"
"2010","Imports","Indiana","Ontario","2229.0000","112367.2100","50.41"
"2010","Imports","Indiana","Total","5142.0000","140732.4000","27.37"
"2010","Imports","Maine","New Brunswick","913893.4000","49112559.2100","53.74"
"2010","Imports","Maine","Nova Scotia","5133.0000","514410.0000","100.22"
"2010","Imports","Maine","Québec","80590.0000","2351834.1100","29.18"
"2010","Imports","Maine","Total","999616.4000","51978803.3200","52.00"
"2010","Imports","Massachusetts","Ontario","11417.0000","626098.0400","54.84"
"2010","Imports","Massachusetts","Québec","9.0000","319.0800","35.45"
"2010","Imports","Massachusetts","Total","11426.0000","626417.1200","54.82"
"2010","Imports","Michigan","Ontario","2607737.9000","85555071.7300","32.81"
"2010","Imports","Michigan","Québec","4212.0000","120664.3700","28.65"
"2010","Imports","Michigan","Total","2611949.9000","85675736.1000","32.80"
"2010","Imports","Minn / N. Dakota","Manitoba","295949.0000","7386937.6800","24.96"
"2010","Imports","Minn / N. Dakota","Total","295949.0000","7386937.6800","24.96"
"2010","Imports","Minnesota","Alberta","7121.0000","416893.8100","58.54"
"2010","Imports","Minnesota","Ontario","420857.1030","16195276.7700","38.48"
"2010","Imports","Minnesota","Total","427978.1030","16612170.5800","38.82"
"2010","Imports","Missouri","Ontario","2360.0000","92002.0400","38.98"
"2010","Imports","Missouri","Total","2360.0000","92002.0400","38.98"
"2010","Imports","Montana","Alberta","5.0000","177.1100","35.42"
"2010","Imports","Montana","British Columbia","625502.5300","15085214.1000","24.12"
"2010","Imports","Montana","Total","625507.5300","15085391.2100","24.12"
"2010","Imports","Nevada","British Columbia","37613.0000","998647.0100","26.55"
"2010","Imports","Nevada","Total","37613.0000","998647.0100","26.55"
"2010","Imports","New England-ISO","British Columbia","72.0000","1302.6100","18.09"
"2010","Imports","New England-ISO","Québec","680392.0000","22862805.2100","33.60"
"2010","Imports","New England-ISO","Total","680464.0000","22864107.8200","33.60"
"2010","Imports","New Mexico","British Columbia","64173.0000","1302972.4000","20.30"
"2010","Imports","New Mexico","Total","64173.0000","1302972.4000","20.30"
"2010","Imports","New York","Alberta","82169.0000","3941235.0900","47.96"
"2010","Imports","New York","Ontario","523181.3000","25642025.7300","49.01"
"2010","Imports","New York","Québec","1736559.0000","67350875.8000","36.69"
"2010","Imports","New York","Total","2341909.3000","96934136.6200","39.84"
"2010","Imports","North Dakota","Alberta","16806.0000","465830.2400","27.72"
"2010","Imports","North Dakota","Saskatchewan","413599.0000","12133872.6500","29.34"
"2010","Imports","North Dakota","Total","430405.0000","12599702.8900","29.27"
"2010","Imports","Oregon","British Columbia","215906.0300","5149147.8600","23.85"
"2010","Imports","Oregon","Total","215906.0300","5149147.8600","23.85"
"2010","Imports","Pennsylvania","Alberta","17045.0000","339475.3000","19.92"
"2010","Imports","Pennsylvania","British Columbia","11619.0000","194986.3200","16.78"
"2010","Imports","Pennsylvania","Manitoba","9.0000","-66.1100","-7.35"
"2010","Imports","Pennsylvania","Nova Scotia","206198.0000","14560606.0000","70.61"
"2010","Imports","Pennsylvania","Ontario","112772.0000","4573742.3600","40.56"
"2010","Imports","Pennsylvania","Saskatchewan","323.0000","6632.0400","20.53"
"2010","Imports","Pennsylvania","Total","347966.0000","19675375.9100","56.54"
"2010","Imports","Texas","Ontario","2395.0000","114995.1400","48.01"
"2010","Imports","Texas","Total","2395.0000","114995.1400","48.01"
"2010","Imports","Total","Alberta","463491.0000","20086367.1500","43.34"
"2010","Imports","Total","British Columbia","10124713.9600","324513314.0800","32.05"
"2010","Imports","Total","Manitoba","295986.0000","7389944.8500","24.97"
"2010","Imports","Total","New Brunswick","913893.4000","49112559.2100","53.74"
"2010","Imports","Total","Nova Scotia","211331.0000","15075016.0000","71.33"
"2010","Imports","Total","Ontario","3684269.3030","132994368.0200","36.10"
"2010","Imports","Total","Québec","2501821.0000","92688914.0700","35.60"
"2010","Imports","Total","Saskatchewan","413922.0000","12140504.6900","29.33"
"2010","Imports","Total","Total","18609427.6630","654000988.0700","34.95"
"2010","Imports","Utah","British Columbia","12988.0000","330904.3000","25.48"
"2010","Imports","Utah","Total","12988.0000","330904.3000","25.48"
"2010","Imports","Vermont","Ontario","1320.0000","82789.0000","62.72"
"2010","Imports","Vermont","Québec","59.0000","2415.5000","40.94"
"2010","Imports","Vermont","Total","1379.0000","85204.5000","61.79"
"2010","Imports","Washington","Alberta","334668.0000","14760452.7800","44.10"
"2010","Imports","Washington","British Columbia","8830042.4000","295110051.8300","33.42"
"2010","Imports","Washington","Total","9164710.4000","309870504.6100","33.81"
"2010","Imports","Wyoming","British Columbia","33049.0000","539100.9900","16.31"
"2010","Imports","Wyoming","Total","33049.0000","539100.9900","16.31"
"2011","Exports","Alberta","California","75.0000","4841.8200","64.56"
"2011","Exports","Alberta","Indiana","48.0000","1147.9900","23.92"
"2011","Exports","Alberta","North Dakota","2626.0000","59364.7100","22.61"
"2011","Exports","Alberta","Total","40933.0000","1050302.0700","25.66"
"2011","Exports","Alberta","Washington","38184.0000","984947.5500","25.79"
"2011","Exports","British Columbia","Alaska","1136.6400","81537.3300","71.74"
"2011","Exports","British Columbia","Arizona","481069.0000","19296524.5800","40.11"
"2011","Exports","British Columbia","California","5144325.7830","184326047.0000","35.83"
"2011","Exports","British Columbia","Colorado","135.0000","7395.9400","54.78"
"2011","Exports","British Columbia","Idaho","29406.0000","1329551.5900","45.21"
"2011","Exports","British Columbia","Illinois","150.0000","19005.0200","126.70"
"2011","Exports","British Columbia","Indiana","704.0000","31046.6400","44.10"
"2011","Exports","British Columbia","Montana","41278.0000","1408757.8200","34.13"
"2011","Exports","British Columbia","Nevada","179888.0000","7832246.3700","43.54"
"2011","Exports","British Columbia","New Mexico","44754.0000","2187431.4700","48.88"
"2011","Exports","British Columbia","North Dakota","10.0000","0.0000","0.00"
"2011","Exports","British Columbia","Oregon","705598.0000","25401305.6900","36.00"
"2011","Exports","British Columbia","South Dakota","6.0000","0.0000","0.00"
"2011","Exports","British Columbia","Total","9657660.1330","337276675.5600","34.92"
"2011","Exports","British Columbia","Utah","11280.0000","584069.5300","51.78"
"2011","Exports","British Columbia","Washington","3006903.7100","94186108.0200","31.32"
"2011","Exports","British Columbia","Wyoming","11016.0000","585648.5600","53.16"
"2011","Exports","Manitoba","Minn / N. Dakota","9343813.4410","288751832.2500","Confidential"
"2011","Exports","Manitoba","Total","9343813.4410","288751832.2500","Confidential"
"2011","Exports","New Brunswick","Maine","1055777.4090","67000642.7600","63.46"
"2011","Exports","New Brunswick","Total","1055777.4090","67000642.7600","63.46"
"2011","Exports","Nova Scotia","Maine","4979.0000","316974.0000","63.66"
"2011","Exports","Nova Scotia","Total","4979.0000","316974.0000","63.66"
"2011","Exports","Ontario","Massachusetts","66650.0000","2721601.5700","40.83"
"2011","Exports","Ontario","Michigan","4217075.2600","164803916.4400","39.08"
"2011","Exports","Ontario","Minnesota","170558.6000","6676316.9700","32.53"
"2011","Exports","Ontario","Missouri","11641.0000","631171.4200","54.22"
"2011","Exports","Ontario","New England-ISO","1114043.4000","54432561.5100","44.15"
"2011","Exports","Ontario","New York","4276497.0960","165730335.5200","38.75"
"2011","Exports","Ontario","Pennsylvania","189419.5000","8488746.4900","44.81"
"2011","Exports","Ontario","Pennsylvania Jersey Maryland Power Pool","927820.5000","39955748.5100","43.06"
"2011","Exports","Ontario","Total","10983396.3560","443897012.3300","39.83"
"2011","Exports","Ontario","Vermont","9691.0000","456613.9000","47.12"
"2011","Exports","Québec","Maine","1280379.1750","61895439.5000","48.34"
"2011","Exports","Québec","Michigan","307552.8750","15002285.7900","48.78"
"2011","Exports","Québec","New England-ISO","8400531.5400","384402193.7800","44.55"
"2011","Exports","Québec","New York","7812834.3190","294056541.9700","37.22"
"2011","Exports","Québec","Total","19879193.9090","891151182.1700","40.71"
"2011","Exports","Québec","Vermont","2077896.0000","135794721.1300","32.42"
"2011","Exports","Saskatchewan","Michigan","615.0000","39519.1600","64.26"
"2011","Exports","Saskatchewan","North Dakota","109633.0000","3419892.2200","31.19"
"2011","Exports","Saskatchewan","Total","110248.0000","3459411.3800","31.38"
"2011","Exports","Total","Alaska","1136.6400","81537.3300","71.74"
"2011","Exports","Total","Arizona","481069.0000","19296524.5800","40.11"
"2011","Exports","Total","California","5144400.7830","184330888.8200","35.83"
"2011","Exports","Total","Colorado","135.0000","7395.9400","54.78"
"2011","Exports","Total","Idaho","29406.0000","1329551.5900","45.21"
"2011","Exports","Total","Illinois","150.0000","19005.0200","126.70"
"2011","Exports","Total","Indiana","752.0000","32194.6300","42.81"
"2011","Exports","Total","Maine","2341135.5840","129213056.2600","55.19"
"2011","Exports","Total","Massachusetts","66650.0000","2721601.5700","40.83"
"2011","Exports","Total","Michigan","4525243.1350","179845721.3900","39.74"
"2011","Exports","Total","Minn / N. Dakota","9343813.4410","288751832.2500","Confidential"
"2011","Exports","Total","Minnesota","170558.6000","6676316.9700","32.53"
"2011","Exports","Total","Missouri","11641.0000","631171.4200","54.22"
"2011","Exports","Total","Montana","41278.0000","1408757.8200","34.13"
"2011","Exports","Total","Nevada","179888.0000","7832246.3700","43.54"
"2011","Exports","Total","New England-ISO","9514574.9400","438834755.2900","44.50"
"2011","Exports","Total","New Mexico","44754.0000","2187431.4700","48.88"
"2011","Exports","Total","New York","12089331.4150","459786877.4900","37.76"
"2011","Exports","Total","North Dakota","112269.0000","3479256.9300","30.99"
"2011","Exports","Total","Oregon","705598.0000","25401305.6900","36.00"
"2011","Exports","Total","Pennsylvania","189419.5000","8488746.4900","44.81"
"2011","Exports","Total","Pennsylvania Jersey Maryland Power Pool","927820.5000","39955748.5100","43.06"
"2011","Exports","Total","South Dakota","6.0000","0.0000","0.00"
"2011","Exports","Total","Total","51076001.2480","2032904032.5200","38.07"
"2011","Exports","Total","Utah","11280.0000","584069.5300","51.78"
"2011","Exports","Total","Vermont","2087587.0000","136251335.0300","32.49"
"2011","Exports","Total","Washington","3045087.7100","95171055.5700","31.25"
"2011","Exports","Total","Wyoming","11016.0000","585648.5600","53.16"
"2011","Imports","Arizona","Alberta","181.0000","7205.3100","39.81"
"2011","Imports","Arizona","British Columbia","9504.0000","94414.6900","9.93"
"2011","Imports","Arizona","Total","9685.0000","101620.0000","10.49"
"2011","Imports","California","British Columbia","101805.0000","123079.3600","1.21"
"2011","Imports","California","Total","101805.0000","123079.3600","1.21"
"2011","Imports","Colorado","British Columbia","7877.0000","102252.2300","12.98"
"2011","Imports","Colorado","Total","7877.0000","102252.2300","12.98"
"2011","Imports","Idaho","British Columbia","46546.0000","441157.9200","9.48"
"2011","Imports","Idaho","Total","46546.0000","441157.9200","9.48"
"2011","Imports","Indiana","Alberta","1073.0000","53373.5000","49.74"
"2011","Imports","Indiana","British Columbia","777.0000","13052.5700","16.80"
"2011","Imports","Indiana","Manitoba","1284.0000","218888.0100","170.47"
"2011","Imports","Indiana","Ontario","57.0000","1416.9100","24.86"
"2011","Imports","Indiana","Saskatchewan","1383.0000","120996.6000","87.49"
"2011","Imports","Indiana","Total","4574.0000","407727.5900","89.14"
"2011","Imports","Iowa","Ontario","90.0000","2217.0700","24.63"
"2011","Imports","Iowa","Total","90.0000","2217.0700","24.63"
"2011","Imports","Maine","New Brunswick","584490.7520","32590649.9500","55.76"
"2011","Imports","Maine","Nova Scotia","100.0000","2501.0000","25.01"
"2011","Imports","Maine","Total","584590.7520","32593150.9500","55.75"
"2011","Imports","Massachusetts","Ontario","6203.0000","334372.8300","53.91"
"2011","Imports","Massachusetts","Québec","3.0000","66.1300","22.04"
"2011","Imports","Massachusetts","Total","6206.0000","334438.9600","53.89"
"2011","Imports","Michigan","Ontario","456231.8000","13110750.3400","28.74"
"2011","Imports","Michigan","Québec","439.0000","15024.6800","34.22"
"2011","Imports","Michigan","Total","456670.8000","13125775.0200","28.74"
"2011","Imports","Minn / N. Dakota","Manitoba","137349.0000","3629841.0000","26.43"
"2011","Imports","Minn / N. Dakota","Total","137349.0000","3629841.0000","26.43"
"2011","Imports","Minnesota","Alberta","120.0000","5413.3100","45.11"
"2011","Imports","Minnesota","Ontario","129751.5000","3853448.7200","29.70"
"2011","Imports","Minnesota","Total","129871.5000","3858862.0300","29.71"
"2011","Imports","Missouri","Ontario","201.0000","6959.0300","34.62"
"2011","Imports","Missouri","Total","201.0000","6959.0300","34.62"
"2011","Imports","Montana","Alberta","5059.0000","151255.7400","29.90"
"2011","Imports","Montana","British Columbia","404978.1200","6437918.0500","15.90"
"2011","Imports","Montana","Total","410037.1200","6589173.7900","16.07"
"2011","Imports","Nevada","British Columbia","8983.0000","190387.2200","21.19"
"2011","Imports","Nevada","Total","8983.0000","190387.2200","21.19"
"2011","Imports","New England-ISO","Québec","9718.0000","385142.7200","36.69"
"2011","Imports","New England-ISO","Total","9718.0000","385142.7200","36.69"
"2011","Imports","New Mexico","British Columbia","17363.0000","185709.9900","10.70"
"2011","Imports","New Mexico","Total","17363.0000","185709.9900","10.70"
"2011","Imports","New York","Alberta","62795.0000","3271100.1700","52.09"
"2011","Imports","New York","Ontario","1141535.0000","43197199.5500","37.84"
"2011","Imports","New York","Québec","432783.0000","14400985.6500","33.28"
"2011","Imports","New York","Total","1637113.0000","60869285.3700","37.18"
"2011","Imports","North Dakota","Alberta","38075.0000","829974.4100","21.80"
